"nome","verso"
"Banquete de Lixo","Às 3 horas da manhã na cidade tão estranhaUm palhaço teve a manha de um banquete apresentarE era um latão de lixo transbordando em Nova Iorque catchup e caviarE eu dormindo embriagado, um par de coxas do meu ladoE eu sem saber se devia ou não tocarSe era estrangeira, mãe, esposa ou outra besteiraQue eu inventei de aprontarO hoje é apenas um furo no futuroPor onde o passado começa a jorrarE eu aqui isolado onde nada é perdoadoVi o fim chamando o princípio pra poderem se encontrarFui levado na marra, pois enfermeiro quando agarraÉ que nem ordem de prisãoA ambulância me esperava, e aí o que rolava, internamento e injeçãoE lá em Serra Pelada, ouro no meio do nadaDor de barriga desgraçada resolveu me atacarO show estava começando e eu no escuro me apertandoE autografando sem pararO hoje é apenas um furo no futuroPor onde o passado começa a jorrarE eu aqui isolado onde nada é perdoadoVi o fim chamando o princípio pra poderem se encontrarMuitas mulheres eu amei e com tantas me caseiMas agora é Raul Seixas que Raul vai encararNem todo bem que conquistei, nem todo mal que eu causeiMe dão direito de poder lhe ensinarMeu amigo Marceleza já me disse com certezaNão sou nenhuma ficçãoE é assim torto de verdade com amor e com maldadeUm abraço e até outra vez"
"Barefoot Ballad","I want a barefoot ballad yes a barefoot balladWon't you play for me a down home country song'Cause when I kick my shoes off and I kick my blues offWith a barefoot ballad you just can't go wrongGive me a honk-tonk fiddle with a guitar in the middle and a melodyHumming like a fountain swinging out on Smokey mountainI want a barefoot ballad yes a barefoot balladWon't you play for me a down home country song'Cause when I kick my shoes off and I kick my blues offWith a barefoot ballad you just can't go wrongNow the big toe's connected to the two toeAnd the two toe's connected to the three toeAnd the three toe's connected to the four toeAnd the four toe's connected to the five toeAnd the five toe and away we goI want a barefoot ballad yes a barefoot balladWon't you play for me a down home country song'Cause when I kick my shoes off and I kick my blues offWith a barefoot ballad you just can't go wrongNow the big toe's connected to the two toeAnd the two toe's connected to the three toeAnd the three toe's connected to the four toeAnd the four toe's connected to the five toeAnd the five toe and away we goI wanna barefoot ballad yes a barefoot balladWon't you play for me a barefoot ballad song."
"Be-Bop-A-Lula","Well be-bop-a-lula she's my baby,Be-bop-a-lula I don't mean maybe.Be-bop-a-lula she's my babyBe-bop-a-lula I don't mean maybeBe-bop-a-lula she's my baby, doll, my baby, doll, my baby, doll.Well she's the girl in the red blue jeans.She's the one that I knowShe's the one that loves me so.Be-bop-a-lula she's my baby, doll, my baby, doll, my baby, doll.Well she's the one that gots that beat.She's the one with the flyin' feet.She's the one that walks around the store.She's the one that gets more more more.Be-bop-a-lula she's my babyBe-bop-a-lula she's my baby,Be-bop-a-lula, I don't mean maybe, maybe,Be-bop-a-lula She's my baby,Be-bop-a-lula, I don't mean maybe,Be-bop-a-lula she's my baby, doll, my baby, doll, my baby, doll.My baby, doll, my baby, doll, my baby, doll."
"Best Seller","O Best Seller do momentoÉ um livro agourentoQue ninguém entende masTodo mundo quer lerLer pra ter cultura e como acabaramcom a censuraA mídia agora é o nosso AiatoláAh, mas não se importe nãoNo final o bandido casa   com o mocinhoE o Best Seller vai pra   milésima ediçãoAh, mas não se importe nãoNo final o bandido casa   com o mocinhoE o Best Seller vai pra   milésima ediçãoO presidente conversa com StingE é você quem não distingueQuais são os índios que vão      tomar no XinguAi meu Deus que agoniaComo toda essa pontariaA pomba escapa (e quem se ferra)E quem se ferra é o urubuAh, mas não se importe nãoNo final o bandido casa   com o mocinhoE o Best Seller vai pra    milésima ediçãoAh, mas não se importe nãoNo final o bandido casa    com o mocinhoE o Best Seller vai pra    milésima ediçãoSe já não existe inteligênciaEntão vamos bater continência pra             esse indício  De resquício militar        (um, dois, três, quatro)E como é tudo a mesma merda,Antes que chegue a vida eternaEu vou pedir asilo ao Paraguai  Ah, mas não se importe nãoNo final o bandido casa   com o mocinhoE o Best Seller vai pra   milésima edição..."
"Blue Moon Of Kentucky","Blue moon, blue moon, blue moon keeps shinning brightBlue moon keeps on shinning brightShe's gonna bring me back my baby tonightBlue moon, keeps shinning brightI say blue moon of kentuckyDoes on keep on shinningShines on above this girlI let so blueI say blue moon of kentuckyDoes on keep on shinningShines on above this girlI let so blueI wuz home with her last nightDying sunbrightWe'll have loveMake it fine !Blue moon of kentucky does it keep on shinningShine os above this girlI let so blueQuando olhei a terra ardendoQual fogueira de São JoãoEu perguntei, meu Deus do Céu, aiPor que tamanha judiação?Blue moon, blue moon, blue moon ..."
"Blue Suede Shoes","Well, it's one for the money,Two for the show,Three to get ready,Now go, cat, go.But don't you step on my blue suede shoes.You can do anything but lay off of my Blue suede shoes.Well, you can knock me down,Step in my face,Slander my nameAll over the place.Do anything that you want to do, but uh-uh,Honey, lay off of my shoesDon't you step on my Blue suede shoes.You can do anything but lay off of my blue suede shoes.You can burn my house,Steal my car,Drink my liquorFrom an old fruitjar.Do anything that you want to do, but uh-uh,Honey, lay off of my shoesDon't you step on my blue suede shoes.You can do anything but lay off of my blue suede shoes."
"Brincadeira","Brincadeira com o amor não dá certo meu bemEu não quero que você fique triste tambémComo já fiqueiA primeira namorada que tive eu chorei É por isso que lhe peço com o coraçãoPara não brincarEu gosto de vocêNão quero nem pensar em lhe perderUm beijinho de amor para recomeçarPara sempre eu prometo que irei lhe adorarPare de brincarEu gosto de vocêNão quero nem pensar em lhe perderUm beijinho de amor para recomeçarPara sempre eu prometo que irei lhe adorarPare de brincarPare de brincarPare de brincar"
"Bye Bye Love / Be-Bop-A-Lula / Love Letters In The Sand / Hello Mary Lou","Bye bye, loveBye bye, happinessHello, lonelinessI think I'm gonna cryBye bye, loveBye bye, sweet caressHello emptinessI feel like I could dieBye bye, my love, goodbyeThere goes my babyWith someone newShe sure looks happyBut I sure am blueShe was my baby'Till he stepped inGoodbye to romanceThat might have beenBye bye, loveBye bye, happinessHello, lonelinessI feel like I could dieBye bye, my love, goodbyeWell, be-bop-a-lula, she's my babyBe-bop-a-lula, I don't mean maybeBe-bop-a-lula, she's my babyBe-bop-a-lula, I don't mean maybeBe-bop-a-lula, she's my baby dollMy baby doll, my baby dollWell, she's the woman in the red blue jeansShe's the queen of all the teensShe's the one woman I that knowShe's the one that loves me soBe-bop-a-lula, she's my babyBe-bop-a-lula, I don't mean maybeBe-bop-a-lula, she's my baby dollMy baby doll, my baby dollShe's the woman in the red blue jeansShe's the queen of all the teensShe's the one woman I that knowShe's the one that loves me soBe-bop-a-lula, she's my babyBe-bop-a-lula, I don't mean maybe, yes!Be-bop-a-lula, she's my baby dollMy baby doll, my baby dollMy baby doll, my baby doll, my baby dollOn a day like todayWe passed the time awayWriting love letters in the sandHow you laughed when I criedEach time I saw the tideTake our love letters from the sandYou made a vow that you'll always be trueBut somehow that vow meant nothing to youNow my broken heart achesWith every wave that breaksOver love letters in the sandI said, ""Hello, Mary Lou'Goodbye, heartSweet Mary LouI'm so in love with youI knew Mary LouWe'd never partSo, hello, Mary LouGoodbye, heartPassed me by one sunny dayFlashed those big brown eyes my wayAnd, wou! I wanted you forever moreNow I'm not one that gets aroundI swear my feet stuck to the groundThat's all I had to do for me to say, say now!Hello, Mary LouGoodbye heartSweet Mary LouI'm so in love tooHello, Mary LouWe'd never partSo, hello, Mary LouGoodbye heartI said, ""Hello, Mary Lou""Goodbye, heart"
"Cachorro Urubu","Baby, essa estradaé compridaEla não tem saídaÉ hora de acordarPra ver o galo cantarPro mundo inteiro escutarBaby a estória é a mesmaAprendi na quaresmaDepois do carnavalA carne é algo mortalCom multa de avançar sinalTodo jornal que eu leioMe diz que a gente já eraQue já não é mais primaveraOh baby, oh babyA gente ainda nem começouBaby o que houve na FrançaVai mudar nossa dançaSempre a mesma batalhaPor um cigarro de palhaNavio de cruzar desertoTodo jornal que eu leioMe diz que a gente já eraQue já não é mais primaveraOh, baby, oh babyA gente ainda nem começouBaby isso só vai dar certoSe você ficar pertoEu sou índio SiouxEu sou cachorro urubuEm guerra com Zéu!"
"Cãimbra No Pé","Saiba esperto ou burroVocê vai morrer aquiIsso é um perigo eu sei,Mas esse é um país perigosoSe você vacilar neguinho chupaSangue do pescoçoE lá se vão mais dois ccEssa rampa escorrega,""but don't worry baby""Nós estamos aquiEntre igrejas e cassinose discursos tão cretinos,mesmo assim...- são todos gente finíssimaMas com eles ou sem nadaesse é o nosso paísSaiba esperto ou burroVocê vai morrer aquiIsso é um perigo eu seiMas esse é um país perigosoSe você vacilar neguinho chupaSangue do pescoçoEu queria poder saber o que dizerPra lhe consolarMas meu sapato tá apertado ePisaram no meu caloSai pra láNão quero ser treinado como umDoberman do sistemaEu não quero ser treinado com umDoberman desse esquemaNós gritamos um pouco,Quebramos algumasvidraças, mas tudo bem..."
"Cambalache","Que o mundo foi e será uma porcaria eu já seiEm 506 e em 2000 tambémQue sempre houve ladrões, maquiavélicos e safadosContentes e frustrados, valores, confusãoMas que o século XX é uma praga de maldade e lixoJá não há quem negueVivemos atolados na lameiraE no mesmo lodo todos manuseadosHoje em dia dá no mesmo ser direito que traidorIgnorante, sábio, besta, pretensioso, afanadorTudo é igual, nada é melhorÉ o mesmo um burro que um bom professorSem diferir, é sim senhorTanto no norte ou como no sulSe um vive na impostura e outro afana em suaAmbiçãoDá no mesmo que seja padre, carvoeiro, rei de pausCara dura ou senadorQue falta de respeito, que afronta pra razãoQualquer é um senhor, qualquer é um ladrãoMisturam-se Beethoven, Ringo Star e NapoleãoPio IX e D. João, John Lennon e San MartinIgual como na frente da vitrineEsses bagunceiros se misturam à vidaFeridos por um sabre já sem pontaPor chorar a bíblia junto ao aquecedorSéculo XX cambalache, problemático e febrilO que não chora não mamaQuem não rouba é um imbecilJá não dá mais, força que dáQue lá no inferno nos vão encontrarNão penses mais, senta-te ao ladoQue a ninguém importa se nasceste honradoSe é o mesmo que trabalha noite e dia como um boiSe é o que vive na fartura, se é o que mata, se é oQue curaOu mesmo fora-da-lei"
"Caminhos","Você me perguntaAonde eu quero chegarSe há tantos caminhos na vidaE pouca esperança no arE até a gaivota que voaJá tem seu caminho no arO caminho do fogo é a águaO caminho do barco é o portoO do sangue é o chicoteO caminho do reto é o tortoO caminho do bruxo é a nuvemO da nuvem é o espaçoO da luz é o túnelO caminho da fera é o laçoO caminho da mão é o punhalO do santo é o desertoO do carro é o sinalO do errado é o certoO caminho do verde é o cinzentoO do amor é o destinoO do cesto é o centoO caminho do velho é o meninoO da água é a sedeO caminho do frio é o invernoO do peixe é a redeO do vil é o infernoO caminho do risco é o sucessoO do acaso é a sorteO da dor é o amigoO caminho da vida é a morte!E você ainda me perguntaAonde é que eu quero chegarSe há tantos caminhos na vidaE pouquíssima esperança no ar!E até a gaivota que voaJá tem seu caminho no ar!O caminho do risco é o sucessoO acaso é a sorteO da dor é o amigoO caminho da vida é a morte!"
"Caminhos II","Assim comoTodas as portas são diferentesAparentementeTodos os caminhos são diferentesMas vão dar todos no mesmo lugarSimO caminho do fogo é a águaAssim comoO caminho do barco é o portoO caminho do sangue é o chicoteAssim comoO caminho de reto é o tortoO caminho do risco é o sucessoAssim comoO caminho do acaso é a sorteO caminho da dor é o amigoO caminho da vida é a morte"
"Can't Help Falling In Love","Wise men say, only fools rush inBut I can't help, Falling in love with youShall I stay?Would it be a sin?If i can't help, Falling in love with you.Like a river flows, surely to the seaDarling so it goes, somethings are meant to beTake my hand, take my whole life tooFor I can't help, Falling in love with youLike a river flows, surely to the seaDarling so it goes, somethings are meant to beTake my hand, take my whole life tooFor I can't help falling in love, with youFor I can't help falling in love, with you"
"Canção do Vento","Lá vai o vento, Brasil adentroLá vai o vento, Brasil adentroVento, vento zangadoDesmancha os cabelos da velha do ladoSopra teu longo assovioE brinca de roda com quem tá parado!Lá vai o vento, Brasil adentroLá vai o vento, Brasil adentroVai, arrasta a chuvaAssanha estas nuvens de tempestadeMas sopra doce o teu soproNo rosto do moço que fala a verdadeLá vai o vento, Brasil adentroLá vai o vento, Brasil adentroDos anjos, tua luzDas bestas sua igualhaDos anjos, tua luzDas bestas sua igualhaVento que venta cantandoEmbala as palmeiras na beira do marConta a história das matasDo verde das terras do lado de cáAssopra e faz ventaniaDe noite ou de diaTrazendo recadosVento que varre os sertõesLevando notíciasNão fica caladoDos anjos, tua luzDas bestas sua igualhaDos anjos, tua luzDas bestas sua igualhaLá vai o vento, Brasil adentroLá vai o vento, Brasil adentro"
"Canceriano Sem Lar (Clínica Tobias Blues)","Estou sentado em minha camaTomando meu café prá fumarEstou sentado em minha camaTomando meu café prá fumarTrancado dentro de mim mesmoEu sou um canceriano sem larEstou sentado em minha camaTomando meu café prá fumarEstou sentado em minha camaTomando meu café prá fumarÉ, é, porém, mas, todavia Eu sou um canceriano sem larEu tomo café pra mim não chorarPergunto à nuvem preta quando o sol vai brilharEstou deitado em minha vidaE o soro que me induz a lutarEstou na Clínica TobiasTão longe do aconchego do larAll right, manPlay the bluesEu tomo café pra mim não chorarPergunto à nuvem preta quando o sol vai brilharEstou sentado em minha camaTomando meu café prá fumarEstou sentado em minha camaTomando meu café prá fumarTracado dentro de mim mesmo eu sou, um canceriano sem larAll right, manPlay the bluesClinica Tobias Blues"
